documentType	response_error	response_message	created_at	last_uploaded_at	number_of_attempts
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:25	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:25	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:25	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:26	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:26	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:26	2018-09-04 10:00:12	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:00:22	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:00:36	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:00:36	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:00:52	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:22	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:23	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:24	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:01:24	2018-09-04 10:00:11	672
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:57:15	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:57:16	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:58:45	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:58:46	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:58:50	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:58:50	2018-09-04 10:00:10	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 10:00:22	2018-09-04 10:00:10	672
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:31:10	2018-09-04 10:00:09	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:32:05	2018-09-04 10:00:09	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:34:06	2018-09-04 10:00:09	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:34:34	2018-09-04 10:00:09	689
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:57:05	2018-09-04 10:00:09	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:57:13	2018-09-04 10:00:09	673
Aadhaar	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-07 09:57:14	2018-09-04 10:00:09	673
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:11:25	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:16:31	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:16:37	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:16:57	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:17:59	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:18:33	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:19:03	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:25:21	2018-09-04 10:00:08	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:42:57	2018-09-04 10:00:07	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:43:16	2018-09-04 10:00:07	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:50:38	2018-09-04 10:00:07	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:52:37	2018-09-04 10:00:07	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:00:24	2018-09-04 10:00:07	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:01:52	2018-09-04 10:00:07	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 17:10:35	2018-09-04 10:00:07	689
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:29:20	2018-09-04 10:00:06	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:31:13	2018-09-04 10:00:06	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:31:19	2018-09-04 10:00:06	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:41:52	2018-09-04 10:00:06	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:42:06	2018-09-04 10:00:06	690
Purchased Good	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 16:42:09	2018-09-04 10:00:06	690
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:02:10	2018-09-04 10:00:05	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:02:10	2018-09-04 10:00:05	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:04:54	2018-09-04 10:00:05	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:45:18	2018-09-04 10:00:05	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:56:30	2018-09-04 10:00:05	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 15:13:49	2018-09-04 10:00:05	691
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 15:21:11	2018-09-04 10:00:05	691
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:51:15	2018-09-04 10:00:04	694
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:51:15	2018-09-04 10:00:04	694
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:52:35	2018-09-04 10:00:04	694
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:52:44	2018-09-04 10:00:04	694
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:00:40	2018-09-04 10:00:04	692
NULL	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 14:00:40	2018-09-04 10:00:04	692
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:51:07	2018-09-04 10:00:03	694
	java.sql.SQLException: The table 'bpm_filenet_request_log' is full	The table 'bpm_filenet_request_log' is full	2018-08-06 12:51:08	2018-09-04 10:00:03	694
DELIVERY PROOF	NULL	NULL	2018-09-03 22:11:47	2018-09-03 23:00:54	1
DELIVERY PROOF	NULL	NULL	2018-09-03 22:11:47	2018-09-03 23:00:52	1
DELIVERY PROOF	NULL	NULL	2018-09-03 22:11:08	2018-09-03 23:00:51	1
DELIVERY PROOF	NULL	NULL	2018-09-03 22:10:08	2018-09-03 23:00:50	1
DELIVERY PROOF	NULL	NULL	2018-09-03 22:08:01	2018-09-03 23:00:48	1
CKYC PHOTO	NULL	NULL	2018-09-03 20:25:33	2018-09-03 21:01:00	1
INVOICE	NULL	NULL	2018-09-03 20:23:32	2018-09-03 21:00:59	1
INVOICE	NULL	NULL	2018-09-03 20:17:03	2018-09-03 21:00:58	1
INVOICE	NULL	NULL	2018-09-03 20:15:14	2018-09-03 21:00:49	1
INVOICE	NULL	NULL	2018-09-03 20:15:14	2018-09-03 21:00:47	1
INVOICE	NULL	NULL	2018-09-03 20:13:15	2018-09-03 21:00:46	1
DELIVERY PROOF	NULL	NULL	2018-09-03 20:04:09	2018-09-03 21:00:44	1
DELIVERY PROOF	NULL	NULL	2018-09-03 20:01:55	2018-09-03 21:00:43	1
DELIVERY PROOF	NULL	NULL	2018-09-03 19:34:46	2018-09-03 20:00:42	1
DELIVERY PROOF	NULL	NULL	2018-09-03 19:33:34	2018-09-03 20:00:41	1
CKYC PHOTO	NULL	NULL	2018-09-03 19:20:23	2018-09-03 20:00:40	1
DELIVERY PROOF	NULL	NULL	2018-09-03 18:55:39	2018-09-03 19:00:46	1
DELIVERY PROOF	NULL	NULL	2018-09-03 18:35:37	2018-09-03 19:00:44	1
DELIVERY PROOF	NULL	NULL	2018-09-03 18:51:55	2018-09-03 19:00:44	1
CKYC PHOTO	NULL	NULL	2018-09-03 18:11:35	2018-09-03 19:00:43	1
DELIVERY PROOF	NULL	NULL	2018-09-03 17:58:44	2018-09-03 18:00:52	1
DELIVERY PROOF	NULL	NULL	2018-09-03 17:58:44	2018-09-03 18:00:51	1
PURCHASED GOODS	NULL	NULL	2018-09-03 17:49:40	2018-09-03 18:00:50	1
PURCHASED GOODS	NULL	NULL	2018-09-03 17:49:22	2018-09-03 18:00:49	1
PURCHASED GOODS	NULL	NULL	2018-09-03 17:41:52	2018-09-03 18:00:48	1
DELIVERY PROOF	NULL	NULL	2018-09-03 17:25:18	2018-09-03 18:00:47	1
DELIVERY PROOF	NULL	NULL	2018-09-03 17:25:18	2018-09-03 18:00:46	1
DELIVERY PROOF	NULL	NULL	2018-09-03 17:25:18	2018-09-03 18:00:45	1
DELIVERY PROOF	NULL	NULL	2018-09-03 16:41:59	2018-09-03 17:00:50	1
DELIVERY PROOF	NULL	NULL	2018-09-03 16:09:05	2018-09-03 17:00:49	1
PURCHASED GOODS	NULL	NULL	2018-09-03 15:50:03	2018-09-03 16:01:02	1
INVOICE	NULL	NULL	2018-09-03 15:30:04	2018-09-03 16:01:00	1
CKYC PHOTO	NULL	NULL	2018-09-03 15:25:30	2018-09-03 16:00:59	1
INVOICE	NULL	NULL	2018-09-03 13:23:59	2018-09-03 14:00:44	1
INVOICE	NULL	NULL	2018-09-03 12:37:37	2018-09-03 13:00:46	1
PURCHASED GOODS	NULL	NULL	2018-09-03 12:42:04	2018-09-03 13:00:46	1
PURCHASED GOODS	NULL	NULL	2018-09-03 12:08:17	2018-09-03 13:00:44	1
PURCHASED GOODS	NULL	NULL	2018-09-03 12:08:12	2018-09-03 13:00:43	1
PURCHASED GOODS	NULL	NULL	2018-09-03 11:33:28	2018-09-03 12:00:53	1
PURCHASED GOODS	NULL	NULL	2018-09-03 11:33:28	2018-09-03 12:00:52	1
PURCHASED GOODS	NULL	NULL	2018-09-03 11:33:27	2018-09-03 12:00:50	1
INVOICE	NULL	NULL	2018-09-03 11:25:43	2018-09-03 12:00:49	1
INVOICE	NULL	NULL	2018-09-03 11:10:25	2018-09-03 12:00:48	1
INVOICE	NULL	NULL	2018-09-03 11:10:25	2018-09-03 12:00:46	1
INVOICE	NULL	NULL	2018-09-03 09:43:50	2018-09-03 10:00:46	1
CKYC PHOTO	NULL	NULL	2018-09-03 00:02:29	2018-09-03 01:00:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 23:59:00	2018-09-03 00:00:56	1
INVOICE	NULL	NULL	2018-09-02 23:32:19	2018-09-03 00:00:55	1
INVOICE	NULL	NULL	2018-09-02 23:32:19	2018-09-03 00:00:52	1
CKYC PHOTO	NULL	NULL	2018-09-02 22:16:00	2018-09-02 23:01:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:23:56	2018-09-02 23:00:58	2
PURCHASED GOODS	NULL	NULL	2018-09-02 21:23:42	2018-09-02 23:00:57	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:34	2018-09-02 23:00:56	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:32	2018-09-02 23:00:55	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:30	2018-09-02 23:00:54	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:27	2018-09-02 23:00:53	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:19	2018-09-02 23:00:52	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:10	2018-09-02 23:00:50	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:08	2018-09-02 23:00:49	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:15:00	2018-09-02 23:00:48	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:58	2018-09-02 23:00:47	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:52	2018-09-02 23:00:46	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:47	2018-09-02 23:00:45	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:45	2018-09-02 23:00:44	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:42	2018-09-02 23:00:43	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:14:38	2018-09-02 23:00:42	2
CKYC PHOTO	NULL	NULL	2018-09-02 21:39:25	2018-09-02 22:07:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:37:14	2018-09-02 22:07:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:37:13	2018-09-02 22:07:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:29:05	2018-09-02 22:07:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:58	2018-09-02 22:07:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:53	2018-09-02 22:07:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:35	2018-09-02 22:07:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:30	2018-09-02 22:07:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:26	2018-09-02 22:06:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:24	2018-09-02 22:06:58	1
INVOICE	NULL	NULL	2018-09-02 21:28:24	2018-09-02 22:06:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:23	2018-09-02 22:06:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:23	2018-09-02 22:06:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:20	2018-09-02 22:06:54	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:13	2018-09-02 22:06:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:28:03	2018-09-02 22:06:52	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:27:57	2018-09-02 22:06:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:26:48	2018-09-02 22:06:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:26:52	2018-09-02 22:06:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:25:17	2018-09-02 22:06:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:25:12	2018-09-02 22:06:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:25:08	2018-09-02 22:06:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:25:06	2018-09-02 22:06:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:25:01	2018-09-02 22:06:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:58	2018-09-02 22:06:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:51	2018-09-02 22:06:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:26	2018-09-02 22:06:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:26	2018-09-02 22:06:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:25	2018-09-02 22:06:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:25	2018-09-02 22:06:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:23	2018-09-02 22:06:39	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:23	2018-09-02 22:06:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:22	2018-09-02 22:06:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:22	2018-09-02 22:06:36	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:20	2018-09-02 22:06:35	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:19	2018-09-02 22:06:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:19	2018-09-02 22:06:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:18	2018-09-02 22:06:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:06	2018-09-02 22:06:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:06	2018-09-02 22:06:31	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:24:05	2018-09-02 22:06:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 21:24:05	2018-09-02 22:06:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 21:23:57	2018-09-02 22:06:28	1
